superkingdom	kingdom	phylum	class	order	family	genus	species
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlorococcaceae	Chlorococcum	Chlorococcum diplobionticum
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Dunaliellaceae	Dunaliella	Dunaliella salina
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Dunaliellaceae	Dunaliella	Dunaliella tertiolecta
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Dunaliellaceae	Dunaliella	NA
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Dunaliellaceae	Spermatozopsis	Spermatozopsis similis
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Chlorogonium	Chlorogonium capillatum
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Phacotaceae	Phacotus	Phacotus lenticularis
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Volvox	Volvox carteri
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Yamagishiella	Yamagishiella unicocca
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	NA	NA	uncultured Chlamydomonadales
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	NA	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Auxenochlorella	Auxenochlorella protothecoides
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	Chlorella variabilis
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	Chlorella vulgaris
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	NA
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Helicosporidium	Helicosporidium sp. ex Simulium jonesi
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Micractinium	Micractinium conductrix
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Prototheca	Prototheca zopfii
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Pseudochlorella	Pseudochlorella pringsheimii
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Pseudochloris	Pseudochloris wilhelmii
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Amphikrikos	Amphikrikos sp. J.C.Han 43
Eukaryota	Viridiplantae	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Scherffelia	Scherffelia dubia
Eukaryota	Viridiplantae	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis chuii
Eukaryota	Viridiplantae	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis cordiformis
Eukaryota	Viridiplantae	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis sp. CCMP 881
Eukaryota	Viridiplantae	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata
Eukaryota	Viridiplantae	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis	NA
Eukaryota	Viridiplantae	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	NA
Eukaryota	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chloropicon primus
Eukaryota	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chloropicon sieburthii
Eukaryota	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	NA
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlorosarcinales	Chlorosarcinaceae	Chlorosarcina	Chlorosarcina stigmatica
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlorosarcinales	Chlorosarcinaceae	Chlorosarcinopsis	Chlorosarcinopsis eremi
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Cladophorales	Cladophoraceae	Chaetomorpha	Chaetomorpha linum
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Cladophorales	Cladophoraceae	Cladophora	Cladophora albida
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Cladophorales	Cladophoraceae	Cladophora	Cladophora glomerata
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Cladophorales	Cladophoraceae	Cladophora	Cladophora sp. JIAC-WT-filamentous 2
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Cladophorales	Cladophoraceae	Cladophora	Cladophora sp. ZZ-2016
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Cladophorales	Cladophoraceae	Cladophora	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Cladophorales	Cladophoraceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Cladophorales	Pithophoraceae	Aegagropila	Aegagropila linnaei
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Cladophorales	Pithophoraceae	Pithophora	Pithophora roettleri
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Cladophorales	Pithophoraceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Cladophorales	Siphonocladaceae	Boodlea	Boodlea composita
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Cladophorales	NA	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Dasycladales	Polyphysaceae	Acetabularia	Acetabularia sp. TS1704
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Dasycladales	Polyphysaceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	Crustomastix	Crustomastix stigmatica
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ignatiales	Ignatiaceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus tauri
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	NA
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Mamiella	Mamiella gilva
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Mantoniella	Mantoniella squamata
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas commoda
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas sp. CCMP1646
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas sp. SYD
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	NA
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	NA	NA	uncultured Ostreococcus
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	NA	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Pedinophyceae	Marsupiomonadales	Marsupiomonadaceae	Marsupiomonas	Marsupiomonas sp. NIES 1824
Eukaryota	Viridiplantae	Chlorophyta	Pedinophyceae	Marsupiomonadales	Marsupiomonadaceae	Marsupiomonas	NA
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Microthamniales	Microthamniaceae	Fusochloris	Fusochloris perforata
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Monomastigales	Monomastigaceae	Monomastix	Monomastix minuta
Eukaryota	Viridiplantae	Chlorophyta	Nephroselmidophyceae	Nephroselmidales	Nephroselmidaceae	Nephroselmis	Nephroselmis astigmatica
Eukaryota	Viridiplantae	Chlorophyta	Nephroselmidophyceae	Nephroselmidales	Nephroselmidaceae	Nephroselmis	Nephroselmis pyriformis
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Oltmannsiellopsidales	Oltmannsiellopsidaceae	Oltmannsiellopsis	Oltmannsiellopsis viridis
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Oltmansiellopsidales	NA	Neodangemannia	Neodangemannia microcystis
Eukaryota	Viridiplantae	Chlorophyta	Palmophyllophyceae	Palmophyllales	Palmophyllaceae	Palmophyllum	Palmophyllum crassum
Eukaryota	Viridiplantae	Chlorophyta	Palmophyllophyceae	Palmophyllales	Palmophyllaceae	Verdigellas	Verdigellas peltata
Eukaryota	Viridiplantae	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcaceae	Prasinococcus	NA
Eukaryota	Viridiplantae	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma coloniale
Eukaryota	Viridiplantae	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcaceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolaceae	Prasiola	Prasiola crispa
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolaceae	Prasiolopsis	Prasiolopsis sp. SAG 84.81
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Protosiphonales	Protosiphonaceae	Protosiphon	Protosiphon botryoides
Eukaryota	Viridiplantae	Chlorophyta	NA	Pyramimonadales	Pterospermataceae	Pterosperma	Pterosperma cristatum
Eukaryota	Viridiplantae	Chlorophyta	NA	Pyramimonadales	Pyramimonadaceae	Cymbomonas	Cymbomonas tetramitiformis
Eukaryota	Viridiplantae	Chlorophyta	NA	Pyramimonadales	Pyramimonadaceae	Pyramimonas	Pyramimonas disomata
Eukaryota	Viridiplantae	Chlorophyta	NA	Pyramimonadales	Pyramimonadaceae	Pyramimonas	Pyramimonas parkeae
Eukaryota	Viridiplantae	Chlorophyta	NA	Pyramimonadales	Pyramimonadaceae	Pyramimonas	NA
Eukaryota	Viridiplantae	Chlorophyta	NA	Pyramimonadales	Pyramimonadaceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	NA	Pyramimonadales	NA	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Pseudopediastrum	Pseudopediastrum boryanum
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Chlorotetraedron	Chlorotetraedron incus
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Polyedriopsis	Polyedriopsis spinulosa
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Radiococcaceae	Follicularia	Follicularia botryoides
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Asterarcys	Asterarcys sp. GP-2019
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Desmodesmus	Desmodesmus spinosus
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Pectinodesmus	Pectinodesmus pectinatus
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Tetradesmus	Tetradesmus obliquus
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Kirchneriella	Kirchneriella aperta
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	Monoraphidium neglectum
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Raphidocelis	Raphidocelis subcapitata
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleaceae	Ankyra	Ankyra judayi
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleaceae	Atractomorpha	Atractomorpha echinata
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	NA	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Myrmecia	Myrmecia israeliensis
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxia aggregata
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxia arboricola
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxia decolorans
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulotrichales	Chlorocystidaceae	Desmochloris	Desmochloris halophila
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulotrichales	Chlorocystidaceae	Halochlorococcum	Halochlorococcum sp. NIES-1838
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulotrichales	Helicodictyaceae	Rhexinema	Rhexinema sarcinoideum
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulotrichales	Tupiellaceae	Tupiella	Tupiella akineta
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichaceae	Capsosiphon	Capsosiphon fulvescens
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichaceae	Urospora	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichaceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulotrichales	NA	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Kornmanniaceae	Pseudendoclonium	Pseudendoclonium arthropyreniae
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Kornmanniaceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Blidingia	Blidingia minima
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Blidingia	Blidingia sp. DT1
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Blidingia	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Pseudoneochloris	Pseudoneochloris marina
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	Ulva compressa
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	Ulva expansa
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	Ulva flexuosa
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	Ulva linza
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	Ulva mutabilis
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	Ulva ohnoi
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	Ulva partita
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	Ulva pertusa
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	Ulva prolifera
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	Ulva sp. UNA00071828
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Umbraulva	Umbraulva japonica
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella	Ulvella leptochaete
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvellaceae	Ulvella	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	NA	Paulbroadya	Paulbroadya prostrata
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	NA	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	NA	NA	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	NA	NA	NA	uncultured Mamiellophyceae
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	NA	NA	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Pedinophyceae	NA	NA	NA	Pedinophyceae sp. YPF-701
Eukaryota	Viridiplantae	Chlorophyta	Pedinophyceae	NA	NA	NA	uncultured Pedinophyceae
Eukaryota	Viridiplantae	Chlorophyta	Pedinophyceae	NA	NA	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Chloroidium	Chloroidium saccharophilum
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Choricystis	Choricystis parasitica
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Choricystis	NA
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Coccomyxa	Coccomyxa subellipsoidea
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Coccomyxa	NA
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Picochlorum	Picochlorum atomus
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Picochlorum	Picochlorum sp. 'soloecismus'
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Picochlorum	NA
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Pseudococcomyxa	Pseudococcomyxa sp. KJ
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	NA	uncultured Choricystis
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	NA	NA	NA	Ulvophyceae sp. GWS021863
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	NA	NA	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	NA	NA	Pycnococcaceae	Pseudoscourfieldia	Pseudoscourfieldia marina
Eukaryota	Viridiplantae	Chlorophyta	NA	NA	Pycnococcaceae	Pycnococcus	Pycnococcus provasolii
Eukaryota	Viridiplantae	Chlorophyta	NA	NA	Pycnococcaceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	NA	NA	NA	NA	uncultured Chlorophyta
Eukaryota	Viridiplantae	Chlorophyta	NA	NA	NA	NA	uncultured prasinophyte
Eukaryota	Viridiplantae	Chlorophyta	NA	NA	NA	NA	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Spirodela	Spirodela polyrhiza
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Wolffia	Wolffia arrhiza
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Zosteraceae	Zostera	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	NA	NA	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Amborellales	Amborellaceae	Amborella	Amborella trichopoda
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	NA	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex	Ilex pubescens
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Elaeis	Elaeis guineensis
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium cepa
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium sativum
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Helianthus	Helianthus annuus
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Helianthus	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	NA	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Austrobaileyales	Schisandraceae	Schisandra	Schisandra sphenanthera
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis lyrata
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis thaliana
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica oleracea
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica rapa
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	NA
Eukaryota	Viridiplantae	Streptophyta	Chlorokybophyceae	Chlorokybales	Chlorokybaceae	Chlorokybus	Chlorokybus atmophyticus
Eukaryota	Viridiplantae	Streptophyta	Coleochaetophyceae	Coleochaetales	Chaetosphaeridiaceae	Chaetosphaeridium	Chaetosphaeridium globosum
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucumis	Cucumis melo
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucumis	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita pepo
Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Cupressales	Cupressaceae	NA	NA
Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Cupressales	NA	NA	NA
Eukaryota	Viridiplantae	Streptophyta	Zygnemophyceae	Desmidiales	Closteriaceae	Closterium	NA
Eukaryota	Viridiplantae	Streptophyta	Zygnemophyceae	Desmidiales	Desmidiaceae	Teilingia	Teilingia granulata
Eukaryota	Viridiplantae	Streptophyta	Zygnemophyceae	Desmidiales	Desmidiaceae	Triploceras	Triploceras gracile
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	Dioscorea rotundata
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Theaceae	Camellia	Camellia sinensis
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	Arachis hypogaea
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cajanus	Cajanus cajan
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cicer	Cicer arietinum
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine max
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus	Lupinus angustifolius
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Phaseolus	Phaseolus vulgaris
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Pisum	Pisum sativum
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Pisum	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Robinia	Robinia pseudoacacia
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium pratense
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vigna	Vigna angularis
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vigna	Vigna unguiculata
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vigna	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	NA	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Betula	Betula pendula
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Betula	Betula platyphylla
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	NA	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Fagus	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus lobata
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus robur
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus suber
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	NA	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Juglandaceae	Juglans	Juglans regia
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	NA	NA	NA
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Olea	Olea europaea
Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Osmanthus	Osmanthus fragrans
